Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
CIN,1,25.52,5,26.73,1,24.41,2,27.34,2,26.25,11,24.66,1,28.17
KC,2,25.96,10,27.47,2,24.68,5,28.06,3,26.84,8,24.04,3,29.12
NYJ,3,26.43,4,26.67,9,26.20,12,29.19,6,27.50,3,23.47,8,30.17
NE,4,26.44,11,27.56,4,25.44,3,27.43,7,27.53,6,23.92,14,30.54
ARI,5,26.61,15,28.10,3,25.17,1,26.28,24,29.43,14,24.88,19,30.92
CHI,6,26.83,12,27.91,5,25.78,11,28.95,23,29.31,10,24.30,20,31.19
SEA,7,26.90,6,26.97,11,26.83,25,30.60,4,27.09,17,25.61,6,29.85
PHI,8,26.94,1,26.37,12,27.51,17,29.82,1,25.57,15,25.24,2,29.09
IND,9,26.98,18,28.29,6,25.88,22,30.21,5,27.37,1,21.19,16,30.59
SD,10,27.07,9,27.35,10,26.80,4,27.63,15,28.36,16,25.43,4,29.36
JAX,11,27.25,2,26.58,14,27.99,14,29.46,8,27.66,5,23.89,12,30.45
SF,12,27.48,3,26.62,21,28.34,24,30.24,9,27.90,13,24.83,5,29.80
GB,13,27.76,27,29.37,8,26.19,8,28.57,14,28.27,19,26.05,11,30.42
DEN,14,27.77,8,27.32,20,28.24,6,28.33,19,28.86,4,23.74,9,30.17
BUF,15,27.79,28,29.66,7,26.18,21,30.01,16,28.37,9,24.07,24,31.49
CAR,16,27.81,7,27.19,22,28.52,10,28.94,17,28.55,12,24.75,15,30.56
NYG,17,27.92,17,28.27,13,27.58,18,29.88,22,29.26,2,22.43,10,30.30
DET,18,28.03,14,27.95,15,28.09,7,28.49,20,28.94,21,26.43,7,30.02
NO,19,28.31,19,28.41,19,28.21,23,30.22,21,29.01,18,25.83,22,31.28
STL,20,28.43,16,28.11,23,28.79,15,29.50,12,28.23,26,27.39,18,30.65
WAS,21,28.46,24,28.79,16,28.14,28,31.43,10,28.00,24,26.98,26,32.14
CLE,22,28.48,23,28.75,18,28.20,9,28.75,31,31.30,20,26.23,28,32.35
DAL,23,28.72,25,29.29,17,28.18,20,30.00,25,29.47,23,26.92,25,32.10
TB,24,28.89,22,28.66,26,29.13,31,32.56,13,28.27,7,24.03,23,31.29
MIN,25,28.95,13,27.93,28,29.99,16,29.52,26,29.71,22,26.87,27,32.15
BAL,26,29.11,21,28.52,27,29.75,13,29.35,18,28.71,31,29.81,17,30.63
PIT,27,29.18,26,29.33,25,29.04,19,29.89,28,30.00,25,26.99,21,31.23
OAK,28,29.29,20,28.42,30,30.24,29,31.62,11,28.12,29,28.34,13,30.51
ATL,29,29.43,30,30.10,24,28.80,30,31.83,30,31.05,27,27.71,30,33.01
TEN,30,30.35,29,29.82,31,30.90,27,31.40,27,29.94,30,29.15,29,32.43
MIA,31,30.40,31,30.59,29,30.20,26,31.34,29,30.67,28,27.90,31,33.04
NFL,0,27.91,0,28.15,0,27.67,0,29.83,0,28.53,0,25.39,0,30.79

Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
DEN,1,25.95,2,26.43,1,25.49,4,27.73,3,27.34,6,24.35,2,28.86
OAK,2,26.27,1,25.84,8,26.70,5,28.30,1,26.67,16,25.37,3,29.04
NYG,3,26.84,11,27.92,3,25.80,14,29.65,8,28.01,3,24.30,10,30.48
NYJ,4,26.89,9,27.61,5,26.19,7,28.45,18,28.58,2,22.44,7,30.33
PIT,5,27.04,13,27.98,4,26.10,19,29.93,6,27.83,4,24.32,6,30.06
TEN,6,27.11,25,28.84,2,25.55,8,28.48,13,28.33,13,25.08,26,31.84
BAL,7,27.14,4,27.16,12,27.11,1,27.50,16,28.53,17,25.40,18,30.96
GB,8,27.29,6,27.44,14,27.15,13,29.63,11,28.09,10,24.99,16,30.84
TB,9,27.36,8,27.59,13,27.14,2,27.65,17,28.54,21,25.82,13,30.58
NE,10,27.59,19,28.41,10,26.84,9,28.82,14,28.34,5,24.33,20,31.08
PHI,11,27.62,24,28.74,7,26.57,24,30.58,24,29.23,7,24.37,28,31.86
MIA,12,27.67,27,28.98,6,26.51,22,30.33,25,29.29,18,25.44,30,31.96
SF,13,27.70,16,28.24,15,27.17,18,29.82,12,28.30,11,25.01,5,29.74
IND,14,27.87,22,28.72,11,26.98,6,28.41,26,29.38,23,26.36,22,31.52
STL,15,27.92,18,28.27,17,27.59,3,27.72,20,28.91,25,26.74,27,31.85
DET,16,27.95,29,29.14,9,26.72,27,31.24,4,27.48,20,25.78,25,31.83
CAR,17,27.96,15,28.20,18,27.73,23,30.45,21,28.94,14,25.08,12,30.57
NO,18,28.12,17,28.24,21,27.99,15,29.65,31,29.76,8,24.42,11,30.49
SD,19,28.12,7,27.50,25,28.80,25,30.98,2,27.06,24,26.41,4,29.74
CLE,20,28.25,3,26.93,28,29.63,17,29.76,7,27.89,9,24.46,1,28.73
WAS,21,28.28,12,27.97,23,28.61,29,31.27,22,28.96,12,25.02,14,30.70
BUF,22,28.30,30,29.23,16,27.49,12,29.33,15,28.43,29,27.45,29,31.91
MIN,23,28.30,21,28.68,19,27.91,26,31.15,29,29.61,15,25.34,19,30.97
CIN,24,28.43,10,27.89,26,28.99,10,28.91,30,29.72,1,22.42,8,30.37
CHI,25,28.50,28,29.06,20,27.98,11,29.20,23,29.06,19,25.76,17,30.88
ATL,26,28.54,5,27.19,29,30.09,21,30.19,5,27.72,22,26.15,9,30.41
JAX,27,28.66,20,28.67,24,28.65,31,31.88,9,28.07,30,27.69,21,31.14
DAL,28,28.98,23,28.73,27,29.23,28,31.26,10,28.08,27,27.16,24,31.69
KC,29,29.23,31,30.05,22,28.42,20,30.13,28,29.60,26,26.88,31,32.16
ARI,30,29.27,14,28.17,30,30.43,16,29.70,19,28.66,31,29.52,15,30.75
SEA,31,29.66,26,28.92,31,30.48,30,31.35,27,29.55,28,27.31,23,31.61
NFL,0,27.91,0,28.15,0,27.67,0,29.83,0,28.53,0,25.39,0,30.79

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
TEN,1,33:42,7,8:06,2,17:15,4,8:21,6,16:35,6,30:28,1,12:58
BAL,2,33:19,14,6:59,1,18:59,3,7:21,23,11:59,1,34:40,2,13:21
DEN,3,33:16,12,7:30,5,15:54,9,9:53,25,11:50,4,32:21,6,15:50
OAK,4,31:55,19,6:20,3,16:21,7,9:15,20,12:28,3,32:49,5,14:43
NYG,5,31:39,8,7:59,4,16:21,2,7:19,15,13:37,9,29:46,7,16:37
PIT,6,31:36,22,5:56,11,13:33,19,12:07,22,12:13,12,25:27,18,22:21
NO,7,31:27,15,6:51,14,11:58,20,12:39,13,14:15,18,23:12,19,22:33
JAX,8,31:25,2,9:21,12,12:13,8,9:50,7,15:38,11,25:56,9,18:24
WAS,9,31:23,3,8:46,22,9:01,21,13:36,5,16:36,23,19:16,20,24:08
BUF,10,31:21,1,9:49,20,10:30,14,11:02,1,17:49,17,23:13,10,18:59
STL,11,30:54,27,5:00,9,14:12,17,11:42,29,10:09,5,30:37,12,19:14
MIA,12,30:41,28,4:46,8,14:31,15,11:24,31,8:37,7,30:19,15,21:04
GB,13,30:27,4,8:38,15,11:54,10,9:55,4,16:47,15,25:01,8,18:12
NYJ,14,30:22,23,5:44,18,10:49,22,13:49,14,13:41,21,20:18,22,26:02
DET,15,30:10,16,6:49,23,8:19,26,15:03,21,12:25,22,20:00,23,27:35
CAR,16,30:02,9,7:49,16,11:48,12,10:24,10,15:22,16,24:18,14,20:20
TB,17,29:55,25,5:25,6,15:20,6,9:09,24,11:58,2,33:55,3,14:07
MIN,18,29:34,6,8:08,17,11:25,11,10:01,12,14:29,13,25:15,13,20:17
IND,19,29:34,24,5:41,7,15:19,5,8:33,26,10:55,8,30:07,11,18:59
SF,20,29:32,17,6:32,13,12:12,13,10:49,19,12:32,14,25:11,17,22:13
ATL,21,29:26,29,4:39,29,4:56,31,19:52,30,9:57,28,11:45,30,38:15
NE,22,28:55,10,7:47,21,9:09,18,12:00,3,17:07,20,20:53,16,22:00
PHI,23,28:53,5,8:17,10,13:46,1,6:50,2,17:48,10,28:02,4,14:10
DAL,24,28:47,18,6:31,19,10:36,16,11:40,18,12:52,19,22:17,21,24:51
CHI,25,28:30,20,6:18,25,6:48,27,15:25,16,13:35,27,14:51,26,31:34
SD,26,28:13,30,4:38,26,6:01,29,17:34,28,10:42,26,16:17,27,33:01
KC,27,27:41,21,6:16,24,7:14,23,14:10,8,15:38,25,16:35,25,27:48
SEA,28,27:32,13,7:11,27,5:58,24,14:23,11,15:09,24,17:05,24,27:46
CIN,29,27:13,26,5:05,28,5:18,28,16:50,17,13:15,29,11:07,29,35:38
ARI,30,26:32,31,4:28,31,3:26,30,18:38,27,10:42,31,7:52,31,41:26
CLE,31,26:00,11,7:44,30,3:51,25,14:24,9,15:27,30,10:03,28,34:28

